   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        6    0.000    0.000    0.000    0.000 abc.py:178(__instancecheck__)
     26/6    0.000    0.000    0.000    0.000 abc.py:194(__subclasscheck__)
       79    0.000    0.000    0.000    0.000 abc.py:9(abstractmethod)
        1    0.000    0.000    0.000    0.000 access_token.py:10(<module>)
        1    0.000    0.000    0.000    0.000 access_token.py:23(AccessTokenEndpoint)
        1    0.000    0.000    0.000    0.000 adapters.py:51(BaseAdapter)
        1    0.000    0.000    0.000    0.000 adapters.py:78(HTTPAdapter)
        1    0.000    0.000    0.000    0.000 adapters.py:9(<module>)
        1    0.000    0.000    0.000    0.000 agreement.py:70(<module>)
        1    0.000    0.000    0.000    0.000 agreement.py:85(AnnotationTask)
        1    0.000    0.000    0.000    0.000 aligned.py:16(AlignedCorpusReader)
        1    0.000    0.000    0.000    0.000 aligned.py:8(<module>)
        1    0.000    0.000    0.000    0.000 aligned.py:87(AlignedSentCorpusView)
        1    0.000    0.000    0.000    0.000 aline.py:39(<module>)
        2    0.000    0.000    0.000    0.000 api.py:10(<module>)
        1    0.000    0.000    0.000    0.000 api.py:10(StemmerI)
        4    0.000    0.000    0.004    0.001 api.py:11(<module>)
        1    0.000    0.000    0.000    0.000 api.py:117(ProverCommand)
        1    0.000    0.000    0.000    0.000 api.py:12(<module>)
        1    0.000    0.000    0.000    0.000 api.py:12(AbstractCCGCategory)
        1    0.000    0.000    0.025    0.025 api.py:13(<module>)
        1    0.000    0.000    0.000    0.000 api.py:130(Direction)
       18    0.000    0.000    0.000    0.000 api.py:138(__init__)
        1    0.000    0.000    0.000    0.000 api.py:14(ParserI)
        1    0.000    0.000    0.000    0.000 api.py:144(ModelBuilderCommand)
        1    0.000    0.000    0.000    0.000 api.py:152(Alignment)
        1    0.000    0.000    0.000    0.000 api.py:17(AlignedSent)
        1    0.000    0.000    0.000    0.000 api.py:17(ChunkParserI)
        1    0.000    0.000    0.000    0.000 api.py:175(BaseTheoremToolCommand)
        2    0.000    0.000    0.156    0.078 api.py:19(<module>)
        1    0.000    0.000    0.000    0.000 api.py:19(TokenizerI)
        1    0.000    0.000    0.000    0.000 api.py:20(<module>)
        1    0.000    0.000    0.000    0.000 api.py:20(TaggerI)
       12    0.000    0.000    0.001    0.000 api.py:202(open)
       12    0.000    0.000    0.000    0.000 api.py:214(encoding)
        1    0.000    0.000    0.000    0.000 api.py:229(PrimitiveCategory)
        1    0.000    0.000    0.000    0.000 api.py:236(CategorizedCorpusReader)
       42    0.000    0.000    0.000    0.000 api.py:236(__init__)
        1    0.000    0.000    0.000    0.000 api.py:24(CorpusReader)
        1    0.000    0.000    0.000    0.000 api.py:25(Prover)
        1    0.000    0.000    0.000    0.000 api.py:252(BaseProverCommand)
        1    0.000    0.000    0.000    0.000 api.py:27(ClassifierI)
        1    0.000    0.000    0.000    0.000 api.py:281(PhraseTable)
        1    0.000    0.000    0.000    0.000 api.py:282(FunctionalCategory)
       18    0.000    0.000    0.000    0.000 api.py:289(__init__)
        1    0.000    0.000    0.000    0.000 api.py:305(BaseModelBuilderCommand)
        1    0.000    0.000    0.000    0.000 api.py:361(TheoremToolCommandDecorator)
        1    0.000    0.000    0.000    0.000 api.py:370(SyntaxCorpusReader)
        1    0.000    0.000    0.000    0.000 api.py:394(ProverCommandDecorator)
        1    0.000    0.000    0.000    0.000 api.py:44(ModelBuilder)
        2    0.000    0.000    0.000    0.000 api.py:44(__init__)
        1    0.000    0.000    0.000    0.000 api.py:441(ModelBuilderCommandDecorator)
        1    0.000    0.000    0.000    0.000 api.py:495(ParallelProverBuilder)
        1    0.000    0.000    0.000    0.000 api.py:531(ParallelProverBuilderCommand)
        1    0.000    0.000    0.000    0.000 api.py:570(TheoremToolThread)
        1    0.000    0.000    0.000    0.000 api.py:66(StringTokenizer)
        1    0.000    0.000    0.000    0.000 api.py:68(TheoremToolCommand)
        1    0.000    0.000    0.000    0.000 api.py:69(CCGVar)
        1    0.000    0.000    0.000    0.000 api.py:7(<module>)
        1    0.000    0.000    0.000    0.000 api.py:75(FeaturesetTaggerI)
        1    0.000    0.000    0.000    0.000 api.py:78(__init__)
        1    0.000    0.000    0.000    0.000 api.py:81(Api)
        1    0.000    0.000    0.000    0.000 api.py:88(new_id)
        1    0.000    0.000    0.000    0.000 api.py:90(MultiClassifierI)
        2    0.000    0.000    0.000    0.000 api.py:94(reset_id)
        1    0.000    0.000    0.000    0.000 argparse.py:1005(_HelpAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1007(__init__)
        1    0.000    0.000    0.000    0.000 argparse.py:1024(_VersionAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1050(_SubParsersAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1052(_ChoicesPseudoAction)
        1    0.000    0.000    0.000    0.000 argparse.py:109(_AttributeHolder)
        1    0.000    0.000    0.000    0.000 argparse.py:1146(FileType)
        1    0.000    0.000    0.000    0.000 argparse.py:1200(Namespace)
        1    0.000    0.000    0.000    0.000 argparse.py:1207(__init__)
        1    0.000    0.000    0.000    0.000 argparse.py:1220(_ActionsContainer)
        3    0.000    0.000    0.000    0.000 argparse.py:1222(__init__)
       34    0.000    0.000    0.000    0.000 argparse.py:1274(register)
       11    0.000    0.000    0.000    0.000 argparse.py:1278(_registry_get)
        5    0.000    0.000    0.000    0.000 argparse.py:1303(add_argument)
        2    0.000    0.000    0.000    0.000 argparse.py:1350(add_argument_group)
        5    0.000    0.000    0.000    0.000 argparse.py:1360(_add_action)
        5    0.000    0.000    0.000    0.000 argparse.py:1440(_get_optional_kwargs)
        5    0.000    0.000    0.000    0.000 argparse.py:1476(_pop_action_class)
        3    0.000    0.000    0.000    0.000 argparse.py:1480(_get_handler)
        5    0.000    0.000    0.000    0.000 argparse.py:1489(_check_conflict)
        1    0.000    0.000    0.000    0.000 argparse.py:150(HelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:1527(_ArgumentGroup)
        2    0.000    0.000    0.000    0.000 argparse.py:1529(__init__)
        5    0.000    0.000    0.000    0.000 argparse.py:1551(_add_action)
        1    0.000    0.000    0.000    0.000 argparse.py:1561(_MutuallyExclusiveGroup)
        5    0.000    0.000    0.000    0.000 argparse.py:157(__init__)
        1    0.000    0.000    0.000    0.000 argparse.py:1581(ArgumentParser)
        1    0.000    0.000    0.001    0.001 argparse.py:1600(__init__)
        5    0.000    0.000    0.000    0.000 argparse.py:1709(_add_action)
        1    0.000    0.000    0.000    0.000 argparse.py:1721(_get_positional_actions)
        1    0.000    0.000    0.000    0.000 argparse.py:1722(<listcomp>)
        1    0.000    0.000    0.000    0.000 argparse.py:1729(parse_args)
        1    0.000    0.000    0.000    0.000 argparse.py:1736(parse_known_args)
        1    0.000    0.000    0.000    0.000 argparse.py:1771(_parse_known_args)
        1    0.000    0.000    0.000    0.000 argparse.py:1818(take_action)
        1    0.000    0.000    0.000    0.000 argparse.py:1839(consume_optional)
        1    0.000    0.000    0.000    0.000 argparse.py:1916(consume_positionals)
        1    0.000    0.000    0.000    0.000 argparse.py:1946(<listcomp>)
        1    0.000    0.000    0.000    0.000 argparse.py:200(_Section)
        5    0.000    0.000    0.000    0.000 argparse.py:202(__init__)
        1    0.000    0.000    0.000    0.000 argparse.py:2046(_match_argument)
        1    0.000    0.000    0.000    0.000 argparse.py:2067(_match_arguments_partial)
        2    0.000    0.000    0.000    0.000 argparse.py:2083(_parse_optional)
        1    0.000    0.000    0.000    0.000 argparse.py:2186(_get_nargs_pattern)
        1    0.000    0.000    0.000    0.000 argparse.py:2230(_get_values)
        1    0.000    0.000    0.000    0.000 argparse.py:2282(_get_value)
        1    0.000    0.000    0.000    0.000 argparse.py:2308(_check_value)
        5    0.000    0.000    0.000    0.000 argparse.py:2348(_get_formatter)
        5    0.000    0.000    0.000    0.000 argparse.py:560(_metavar_formatter)
        5    0.000    0.000    0.000    0.000 argparse.py:569(format)
        5    0.000    0.000    0.000    0.000 argparse.py:576(_format_args)
        4    0.000    0.000    0.000    0.000 argparse.py:591(<listcomp>)
        1    0.000    0.000    0.000    0.000 argparse.py:62(<module>)
        1    0.000    0.000    0.000    0.000 argparse.py:637(RawDescriptionHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:648(RawTextHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:659(ArgumentDefaultsHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:676(MetavarTypeHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:709(ArgumentError)
        1    0.000    0.000    0.000    0.000 argparse.py:729(ArgumentTypeError)
        1    0.000    0.000    0.000    0.000 argparse.py:738(Action)
        5    0.000    0.000    0.000    0.000 argparse.py:789(__init__)
        1    0.000    0.000    0.000    0.000 argparse.py:829(_StoreAction)
        1    0.000    0.000    0.000    0.000 argparse.py:831(__init__)
        1    0.000    0.000    0.000    0.000 argparse.py:860(__call__)
        1    0.000    0.000    0.000    0.000 argparse.py:864(_StoreConstAction)
        3    0.000    0.000    0.000    0.000 argparse.py:866(__init__)
        1    0.000    0.000    0.000    0.000 argparse.py:887(_StoreTrueAction)
        3    0.000    0.000    0.000    0.000 argparse.py:889(__init__)
        1    0.000    0.000    0.000    0.000 argparse.py:904(_StoreFalseAction)
        1    0.000    0.000    0.000    0.000 argparse.py:921(_AppendAction)
        1    0.000    0.000    0.000    0.000 argparse.py:958(_AppendConstAction)
        1    0.000    0.000    0.000    0.000 argparse.py:984(_CountAction)
        1    0.000    0.000    0.000    0.000 association.py:12(<module>)
        1    0.000    0.000    0.000    0.000 association.py:154(BigramAssocMeasures)
        1    0.000    0.000    0.000    0.000 association.py:242(TrigramAssocMeasures)
        1    0.000    0.000    0.000    0.000 association.py:298(QuadgramAssocMeasures)
        1    0.000    0.000    0.000    0.000 association.py:384(ContingencyMeasures)
        1    0.000    0.000    0.000    0.000 association.py:42(NgramAssocMeasures)
        1    0.000    0.000    0.000    0.000 ast.py:229(NodeVisitor)
        1    0.000    0.000    0.000    0.000 ast.py:26(<module>)
        1    0.000    0.000    0.000    0.000 ast.py:266(NodeTransformer)
        1    0.000    0.000    0.000    0.000 auth.py:101(HTTPProxyAuth)
        1    0.000    0.000    0.000    0.000 auth.py:109(HTTPDigestAuth)
        1    0.000    0.000    0.000    0.000 auth.py:73(AuthBase)
        1    0.000    0.000    0.001    0.001 auth.py:8(<module>)
        1    0.000    0.000    0.000    0.000 auth.py:80(HTTPBasicAuth)
        1    0.000    0.000    0.000    0.000 authorization.py:20(AuthorizationEndpoint)
        1    0.000    0.000    0.000    0.000 authorization.py:21(AuthorizationEndpoint)
        2    0.000    0.000    0.000    0.000 authorization.py:8(<module>)
        1    0.000    0.000    0.000    0.000 authorization_code.py:20(AuthorizationCodeGrant)
        1    0.000    0.000    0.001    0.001 authorization_code.py:5(<module>)
        1    0.000    0.000    0.000    0.000 babelfish.py:6(<module>)
        1    0.000    0.000    0.000    0.000 backend_application.py:16(BackendApplicationClient)
        1    0.000    0.000    0.000    0.000 backend_application.py:8(<module>)
        1    0.000    0.000    0.000    0.000 base.py:17(ValidatorsContainer)
        1    0.000    0.000    0.000    0.000 base.py:20(BaseEndpoint)
        1    0.000    0.000    0.000    0.000 base.py:23(BaseEndpoint)
        1    0.000    0.000    0.000    0.000 base.py:31(Client)
        5    0.000    0.000    0.000    0.000 base.py:43(catch_errors_and_unavailability)
        1    0.000    0.000    0.000    0.000 base.py:5(<module>)
        1    0.000    0.000    0.000    0.000 base.py:74(GrantTypeBase)
        3    0.000    0.000    0.002    0.001 base.py:8(<module>)
        1    0.000    0.000    0.000    0.000 base64.py:3(<module>)
        1    0.000    0.000    0.001    0.001 base64mime.py:25(<module>)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bleu_score.py:10(<module>)
        1    0.000    0.000    0.000    0.000 bleu_score.py:410(SmoothingFunction)
        1    0.000    0.000    0.000    0.000 bllip.py:110(BllipParser)
        1    0.000    0.000    0.000    0.000 bllip.py:9(<module>)
        1    0.000    0.000    0.000    0.000 bnc.py:14(BNCCorpusReader)
        1    0.000    0.000    0.000    0.000 bnc.py:145(BNCSentence)
        1    0.000    0.000    0.000    0.000 bnc.py:155(BNCWordView)
        1    0.000    0.000    0.000    0.000 bnc.py:8(<module>)
        1    0.000    0.000    0.000    0.000 boxer.py:1008(BoxerNamed)
        1    0.000    0.000    0.000    0.000 boxer.py:1034(BoxerRel)
        1    0.000    0.000    0.000    0.000 boxer.py:1057(BoxerProp)
        1    0.000    0.000    0.000    0.000 boxer.py:1084(BoxerEq)
        1    0.000    0.000    0.000    0.000 boxer.py:1105(BoxerCard)
        1    0.000    0.000    0.000    0.000 boxer.py:1124(BoxerOr)
        1    0.000    0.000    0.000    0.000 boxer.py:1148(BoxerWhq)
        1    0.000    0.000    0.000    0.000 boxer.py:1176(PassthroughBoxerDrsInterpreter)
        1    0.000    0.000    0.000    0.000 boxer.py:1181(NltkDrtBoxerDrsInterpreter)
        1    0.000    0.000    0.000    0.000 boxer.py:1237(UnparseableInputException)
        1    0.000    0.000    0.008    0.008 boxer.py:26(<module>)
        1    0.000    0.000    0.000    0.000 boxer.py:274(BoxerOutputDrsParser)
        1    0.000    0.000    0.000    0.000 boxer.py:48(Boxer)
        1    0.000    0.000    0.000    0.000 boxer.py:658(BoxerDrsParser)
        1    0.000    0.000    0.000    0.000 boxer.py:833(AbstractBoxerDrs)
        1    0.000    0.000    0.000    0.000 boxer.py:870(BoxerDrs)
        1    0.000    0.000    0.000    0.000 boxer.py:922(BoxerNot)
        1    0.000    0.000    0.000    0.000 boxer.py:951(BoxerIndexed)
        1    0.000    0.000    0.000    0.000 boxer.py:981(BoxerPred)
        1    0.000    0.000    0.001    0.001 bracket_parse.py:10(<module>)
        1    0.000    0.000    0.000    0.000 bracket_parse.py:111(CategorizedBracketParseCorpusReader)
        1    0.000    0.000    0.000    0.000 bracket_parse.py:168(AlpinoCorpusReader)
        1    0.000    0.000    0.000    0.000 bracket_parse.py:26(BracketParseCorpusReader)
        1    0.000    0.000    0.001    0.001 brill.py:11(<module>)
        1    0.000    0.000    0.000    0.000 brill.py:192(BrillTagger)
        1    0.000    0.000    0.000    0.000 brill.py:25(Word)
